matrix,N,nnz,B,rho,seed,phase,steps,dirty_cols,always_delta_baseline_ms,always_hst_ms,router_ms,router_steady_ms,router_steady_vs_csr,router_steady_vs_oracle,breakeven_steps,oracle_ms,oracle_arm,router_vs_csr,oracle_vs_csr,router_vs_oracle,misroute_cost_if_delta_baseline,misroute_cost_if_hst,maxrelerr,churn_model,router_arm,router_switches,router_tax_ms
circuit_3,12127,48137,8,0.25,21,False,400,256,0.271728,0.055232,0.082716,0.056286,4.828,0.981,16,0.055232,hst,3.285,4.92,0.668,4.92,1.0,6.413984212090423e-16,cyclic,hst,1,3.364
rajat03,7602,32653,8,0.0,17,False,400,256,0.006672,0.021717,0.007298,0.006967,0.958,0.958,,0.006672,delta_baseline,0.914,1.0,0.914,1.0,3.255,1.5389215321852664e-16,cyclic,delta_baseline,0,0.0
rajat03,7602,32653,8,0.0,18,False,400,256,0.006274,0.019031,0.007181,0.006876,0.912,0.912,,0.006274,delta_baseline,0.874,1.0,0.874,1.0,3.033,1.5443765292083486e-16,cyclic,delta_baseline,0,0.0
rajat03,7602,32653,8,0.0,19,False,400,256,0.006098,0.01781,0.00709,0.006779,0.899,0.899,,0.006098,delta_baseline,0.86,1.0,0.86,1.0,2.921,1.5991248545154193e-16,cyclic,delta_baseline,0,0.0
rajat03,7602,32653,8,0.0,20,False,400,256,0.006186,0.020078,0.007247,0.006914,0.895,0.895,,0.006186,delta_baseline,0.854,1.0,0.854,1.0,3.246,1.538921533552159e-16,cyclic,delta_baseline,0,0.0
rajat03,7602,32653,8,0.0,21,False,400,256,0.006297,0.019398,0.00721,0.006895,0.913,0.913,,0.006297,delta_baseline,0.873,1.0,0.873,1.0,3.08,1.5389215543573844e-16,cyclic,delta_baseline,0,0.0
rajat03,7602,32653,8,0.002,17,False,400,256,0.066283,0.022208,0.039011,0.024862,2.666,0.893,59,0.022208,hst,1.699,2.985,0.569,2.985,1.0,1.5389215321852664e-16,cyclic,hst,1,2.431
rajat03,7602,32653,8,0.002,18,False,400,256,0.060052,0.020637,0.036314,0.023086,2.601,0.894,62,0.020637,hst,1.654,2.91,0.568,2.91,1.0,1.5443765292083486e-16,cyclic,hst,1,2.299
rajat03,7602,32653,8,0.002,19,False,400,256,0.065757,0.019091,0.035134,0.021665,3.035,0.881,49,0.019091,hst,1.872,3.444,0.543,3.444,1.0,1.5991248545154193e-16,cyclic,hst,1,2.173
rajat03,7602,32653,8,0.002,20,False,400,256,0.061914,0.021509,0.037256,0.023611,2.622,0.911,61,0.021509,hst,1.662,2.879,0.577,2.879,1.0,1.538921533552159e-16,cyclic,hst,1,2.335
rajat03,7602,32653,8,0.002,21,False,400,256,0.066645,0.020685,0.036792,0.023362,2.853,0.885,52,0.020685,hst,1.811,3.222,0.562,3.222,1.0,1.5389215543573844e-16,cyclic,hst,1,2.24
rajat03,7602,32653,8,0.01,17,False,400,256,0.065316,0.02271,0.039046,0.025337,2.578,0.896,60,0.02271,hst,1.673,2.876,0.582,2.876,1.0,1.5389215321852664e-16,cyclic,hst,1,2.415
rajat03,7602,32653,8,0.01,18,False,400,256,0.066957,0.020668,0.036827,0.023108,2.898,0.894,53,0.020668,hst,1.818,3.24,0.561,3.24,1.0,1.5443765292083486e-16,cyclic,hst,1,2.317
rajat03,7602,32653,8,0.01,19,False,400,256,0.065682,0.019368,0.03593,0.022195,2.959,0.873,52,0.019368,hst,1.828,3.391,0.539,3.391,1.0,1.5991248545154193e-16,cyclic,hst,1,2.249
rajat03,7602,32653,8,0.01,20,False,400,256,0.067742,0.021702,0.03845,0.024353,2.782,0.891,55,0.021702,hst,1.762,3.121,0.564,3.121,1.0,1.538921533552159e-16,cyclic,hst,1,2.389
rajat03,7602,32653,8,0.01,21,False,400,256,0.066051,0.021095,0.037595,0.023964,2.756,0.88,54,0.021095,hst,1.757,3.131,0.561,3.131,1.0,1.5389215543573844e-16,cyclic,hst,1,2.279
rajat03,7602,32653,8,0.05,17,False,400,256,0.070658,0.024231,0.041142,0.026895,2.627,0.901,57,0.024231,hst,1.717,2.916,0.589,2.916,1.0,1.5389215321852664e-16,cyclic,hst,1,2.496
rajat03,7602,32653,8,0.05,18,False,400,256,0.067499,0.022342,0.039662,0.025157,2.683,0.888,57,0.022342,hst,1.702,3.021,0.563,3.021,1.0,1.5443765292083486e-16,cyclic,hst,1,2.42
rajat03,7602,32653,8,0.05,19,False,400,256,0.068368,0.021109,0.037621,0.023743,2.88,0.889,51,0.021109,hst,1.817,3.239,0.561,3.239,1.0,1.5991248545154193e-16,cyclic,hst,1,2.282
rajat03,7602,32653,8,0.05,20,False,400,256,0.06735,0.023439,0.040174,0.026194,2.571,0.895,60,0.023439,hst,1.676,2.873,0.583,2.873,1.0,1.538921533552159e-16,cyclic,hst,1,2.468
rajat03,7602,32653,8,0.05,21,False,400,256,0.06754,0.022774,0.039078,0.02543,2.656,0.896,56,0.022774,hst,1.728,2.966,0.583,2.966,1.0,1.5389215543573844e-16,cyclic,hst,1,2.361
rajat03,7602,32653,8,0.25,17,False,400,256,0.084249,0.03239,0.049787,0.034609,2.434,0.936,57,0.03239,hst,1.692,2.601,0.651,2.601,1.0,1.5389215321852664e-16,cyclic,hst,1,2.852
rajat03,7602,32653,8,0.25,18,False,400,256,0.068366,0.030085,0.047645,0.032803,2.084,0.917,80,0.030085,hst,1.435,2.272,0.631,2.272,1.0,1.5443765292083486e-16,cyclic,hst,1,2.832
rajat03,7602,32653,8,0.25,19,False,400,256,0.067872,0.029363,0.046076,0.03188,2.129,0.921,75,0.029363,hst,1.473,2.311,0.637,2.311,1.0,1.5991248545154193e-16,cyclic,hst,1,2.707
rajat03,7602,32653,8,0.25,20,False,400,256,0.068785,0.031656,0.048119,0.033885,2.03,0.934,80,0.031656,hst,1.429,2.173,0.658,2.173,1.0,1.538921533552159e-16,cyclic,hst,1,2.804
rajat03,7602,32653,8,0.25,21,False,400,256,0.070774,0.03059,0.047713,0.033354,2.122,0.917,74,0.03059,hst,1.483,2.314,0.641,2.314,1.0,1.5389215543573844e-16,cyclic,hst,1,2.766
bcsstk18,11948,149090,8,0.0,17,False,400,256,0.009964,0.029307,0.011069,0.01031,0.966,0.966,,0.009964,delta_baseline,0.9,1.0,0.9,1.0,2.941,8.625236741385534e-17,cyclic,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.0,18,False,400,256,0.009724,0.028391,0.011019,0.010265,0.947,0.947,,0.009724,delta_baseline,0.882,1.0,0.882,1.0,2.92,1.7955529896133775e-16,cyclic,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.0,19,False,400,256,0.008743,0.026135,0.010025,0.009433,0.927,0.927,,0.008743,delta_baseline,0.872,1.0,0.872,1.0,2.989,1.3804959837172369e-16,cyclic,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.0,20,False,400,256,0.008877,0.0263,0.009958,0.009315,0.953,0.953,,0.008877,delta_baseline,0.891,1.0,0.891,1.0,2.963,2.057824038214574e-16,cyclic,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.0,21,False,400,256,0.009068,0.026215,0.010445,0.009774,0.928,0.928,,0.009068,delta_baseline,0.868,1.0,0.868,1.0,2.891,3.703333649681202e-16,cyclic,delta_baseline,0,0.0
bcsstk18,11948,149090,8,0.002,17,False,400,256,0.22549,0.029827,0.044674,0.031399,7.182,0.95,8,0.029827,hst,5.047,7.56,0.668,7.56,1.0,8.625236741385534e-17,cyclic,hst,1,1.605
bcsstk18,11948,149090,8,0.002,18,False,400,256,0.231487,0.030315,0.044226,0.031848,7.268,0.952,8,0.030315,hst,5.234,7.636,0.685,7.636,1.0,1.7955529896133775e-16,cyclic,hst,1,1.498
bcsstk18,11948,149090,8,0.002,19,False,400,256,0.184132,0.028722,0.045892,0.029581,6.225,0.971,14,0.028722,hst,4.012,6.411,0.626,6.411,1.0,1.3804959837172369e-16,cyclic,hst,1,2.099
bcsstk18,11948,149090,8,0.002,20,False,400,256,0.188049,0.028201,0.04191,0.028832,6.522,0.978,11,0.028201,hst,4.487,6.668,0.673,6.668,1.0,2.057824038214574e-16,cyclic,hst,1,1.672
bcsstk18,11948,149090,8,0.002,21,False,400,256,0.211306,0.028042,0.039528,0.028798,7.337,0.974,7,0.028042,hst,5.346,7.535,0.709,7.535,1.0,3.703333649681202e-16,cyclic,hst,1,1.341
bcsstk18,11948,149090,8,0.01,17,False,400,256,0.226844,0.031031,0.044743,0.031653,7.167,0.98,8,0.031031,hst,5.07,7.31,0.694,7.31,1.0,8.625236741385534e-17,cyclic,hst,1,1.586
bcsstk18,11948,149090,8,0.01,18,False,400,256,0.23226,0.031473,0.044806,0.03247,7.153,0.969,7,0.031473,hst,5.184,7.38,0.702,7.38,1.0,1.7955529896133775e-16,cyclic,hst,1,1.465
bcsstk18,11948,149090,8,0.01,19,False,400,256,0.183885,0.029625,0.045712,0.030392,6.05,0.975,13,0.029625,hst,4.023,6.207,0.648,6.207,1.0,1.3804959837172369e-16,cyclic,hst,1,1.958
bcsstk18,11948,149090,8,0.01,20,False,400,256,0.184085,0.029323,0.043607,0.029886,6.16,0.981,11,0.029323,hst,4.221,6.278,0.672,6.278,1.0,2.057824038214574e-16,cyclic,hst,1,1.714
bcsstk18,11948,149090,8,0.01,21,False,400,256,0.210937,0.028937,0.041226,0.029555,7.137,0.979,8,0.028937,hst,5.117,7.289,0.702,7.289,1.0,3.703333649681202e-16,cyclic,hst,1,1.457
bcsstk18,11948,149090,8,0.05,17,False,400,256,0.2247,0.035105,0.054131,0.035642,6.304,0.985,12,0.035105,hst,4.151,6.401,0.649,6.401,1.0,8.625236741385534e-17,cyclic,hst,1,2.256
bcsstk18,11948,149090,8,0.05,18,False,400,256,0.228409,0.035229,0.057776,0.035975,6.349,0.979,14,0.035229,hst,3.953,6.483,0.61,6.483,1.0,1.7955529896133775e-16,cyclic,hst,1,2.647
bcsstk18,11948,149090,8,0.05,19,False,400,256,0.187068,0.033124,0.058191,0.034475,5.426,0.961,20,0.033124,hst,3.215,5.647,0.569,5.647,1.0,1.3804959837172369e-16,cyclic,hst,1,3.003
bcsstk18,11948,149090,8,0.05,20,False,400,256,0.190148,0.032458,0.051374,0.033084,5.747,0.981,15,0.032458,hst,3.701,5.858,0.632,5.858,1.0,2.057824038214574e-16,cyclic,hst,1,2.338
bcsstk18,11948,149090,8,0.05,21,False,400,256,0.208703,0.03213,0.049442,0.032831,6.357,0.979,12,0.03213,hst,4.221,6.496,0.65,6.496,1.0,3.703333649681202e-16,cyclic,hst,1,2.065
bcsstk18,11948,149090,8,0.25,17,False,400,256,0.217972,0.060717,0.090628,0.063075,3.456,0.963,29,0.060717,hst,2.405,3.59,0.67,3.59,1.0,8.625236741385534e-17,cyclic,hst,1,4.489
bcsstk18,11948,149090,8,0.25,18,False,400,256,0.218746,0.062079,0.094064,0.066113,3.309,0.939,30,0.062079,hst,2.325,3.524,0.66,3.524,1.0,1.7955529896133775e-16,cyclic,hst,1,4.558
bcsstk18,11948,149090,8,0.25,19,False,400,256,0.190217,0.060555,0.088817,0.06209,3.064,0.975,36,0.060555,hst,2.142,3.141,0.682,3.141,1.0,1.3804959837172369e-16,cyclic,hst,1,4.567
bcsstk18,11948,149090,8,0.25,20,False,400,256,0.188632,0.058877,0.087045,0.061805,3.052,0.953,35,0.058877,hst,2.167,3.204,0.676,3.204,1.0,2.057824038214574e-16,cyclic,hst,1,4.383
bcsstk18,11948,149090,8,0.25,21,False,400,256,0.202675,0.057552,0.086592,0.059807,3.389,0.962,30,0.057552,hst,2.341,3.522,0.665,3.522,1.0,3.703333649681202e-16,cyclic,hst,1,4.324
bcsstk25,15439,252241,8,0.0,17,False,400,256,0.011532,0.031864,0.012728,0.011916,0.968,0.968,,0.011532,delta_baseline,0.906,1.0,0.906,1.0,2.763,1.4310126622262146e-16,cyclic,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.0,18,False,400,256,0.011334,0.02943,0.012386,0.011574,0.979,0.979,,0.011334,delta_baseline,0.915,1.0,0.915,1.0,2.597,2.218697631478781e-16,cyclic,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.0,19,False,400,256,0.010657,0.038498,0.011982,0.011272,0.945,0.945,,0.010657,delta_baseline,0.889,1.0,0.889,1.0,3.612,9.427442670147338e-17,cyclic,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.0,20,False,400,256,0.011116,0.0291,0.012745,0.011956,0.93,0.93,,0.011116,delta_baseline,0.872,1.0,0.872,1.0,2.618,1.4798782495741104e-16,cyclic,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.0,21,False,400,256,0.010233,0.034895,0.012702,0.011848,0.864,0.864,,0.010233,delta_baseline,0.806,1.0,0.806,1.0,3.41,1.5323971434071406e-16,cyclic,delta_baseline,0,0.0
bcsstk25,15439,252241,8,0.002,17,False,400,256,0.257597,0.032751,0.045367,0.03363,7.66,0.974,6,0.032751,hst,5.678,7.865,0.722,7.865,1.0,1.4310126622262146e-16,cyclic,hst,1,1.43
bcsstk25,15439,252241,8,0.002,18,False,400,256,0.256671,0.030377,0.041673,0.031243,8.215,0.972,6,0.030377,hst,6.159,8.45,0.729,8.45,1.0,2.218697631478781e-16,cyclic,hst,1,1.258
bcsstk25,15439,252241,8,0.002,19,False,400,256,0.231265,0.039632,0.057721,0.039568,5.845,1.002,12,0.039632,hst,4.007,5.835,0.687,5.835,1.0,9.427442670147338e-17,cyclic,hst,1,2.332
bcsstk25,15439,252241,8,0.002,20,False,400,256,0.263489,0.029816,0.041917,0.03097,8.508,0.963,6,0.029816,hst,6.286,8.837,0.711,8.837,1.0,1.4798782495741104e-16,cyclic,hst,1,1.33
bcsstk25,15439,252241,8,0.002,21,False,400,256,0.222303,0.036486,0.05253,0.036617,6.071,0.996,11,0.036486,hst,4.232,6.093,0.695,6.093,1.0,1.5323971434071406e-16,cyclic,hst,1,2.059
bcsstk25,15439,252241,8,0.01,17,False,400,256,0.259203,0.033297,0.046329,0.034711,7.467,0.959,6,0.033297,hst,5.595,7.785,0.719,7.785,1.0,1.4310126622262146e-16,cyclic,hst,1,1.457
bcsstk25,15439,252241,8,0.01,18,False,400,256,0.259689,0.031983,0.041678,0.032256,8.051,0.992,5,0.031983,hst,6.231,8.12,0.767,8.12,1.0,2.218697631478781e-16,cyclic,hst,1,1.111
bcsstk25,15439,252241,8,0.01,19,False,400,256,0.23052,0.039771,0.063876,0.04088,5.639,0.973,16,0.039771,hst,3.609,5.796,0.623,5.796,1.0,9.427442670147338e-17,cyclic,hst,1,3.017
bcsstk25,15439,252241,8,0.01,20,False,400,256,0.264792,0.030475,0.041463,0.031935,8.292,0.954,5,0.030475,hst,6.386,8.689,0.735,8.689,1.0,1.4798782495741104e-16,cyclic,hst,1,1.107
bcsstk25,15439,252241,8,0.01,21,False,400,256,0.223632,0.036578,0.054755,0.037007,6.043,0.988,12,0.036578,hst,4.084,6.114,0.668,6.114,1.0,1.5323971434071406e-16,cyclic,hst,1,2.313
bcsstk25,15439,252241,8,0.05,17,False,400,256,0.255751,0.038749,0.05334,0.038849,6.583,0.997,8,0.038749,hst,4.795,6.6,0.726,6.6,1.0,1.4310126622262146e-16,cyclic,hst,1,1.816
bcsstk25,15439,252241,8,0.05,18,False,400,256,0.256715,0.036007,0.048338,0.035659,7.199,1.01,7,0.036007,hst,5.311,7.13,0.745,7.13,1.0,2.218697631478781e-16,cyclic,hst,1,1.603
bcsstk25,15439,252241,8,0.05,19,False,400,256,0.230214,0.045364,0.076225,0.045799,5.027,0.991,22,0.045364,hst,3.02,5.075,0.595,5.075,1.0,9.427442670147338e-17,cyclic,hst,1,4.02
bcsstk25,15439,252241,8,0.05,20,False,400,256,0.26178,0.035646,0.04911,0.03621,7.229,0.984,7,0.035646,hst,5.33,7.344,0.726,7.344,1.0,1.4798782495741104e-16,cyclic,hst,1,1.604
bcsstk25,15439,252241,8,0.05,21,False,400,256,0.222781,0.040485,0.067441,0.041382,5.383,0.978,19,0.040485,hst,3.303,5.503,0.6,5.503,1.0,1.5323971434071406e-16,cyclic,hst,1,3.415
bcsstk25,15439,252241,8,0.25,17,False,400,256,0.245989,0.063667,0.096384,0.065396,3.762,0.974,27,0.063667,hst,2.552,3.864,0.661,3.864,1.0,1.4310126622262146e-16,cyclic,hst,1,4.824
bcsstk25,15439,252241,8,0.25,18,False,400,256,0.247521,0.063186,0.095083,0.063854,3.876,0.99,26,0.063186,hst,2.603,3.917,0.665,3.917,1.0,2.218697631478781e-16,cyclic,hst,1,4.794
bcsstk25,15439,252241,8,0.25,19,False,400,256,0.224679,0.07295,0.102842,0.073532,3.056,0.992,34,0.07295,hst,2.185,3.08,0.709,3.08,1.0,9.427442670147338e-17,cyclic,hst,1,5.168
bcsstk25,15439,252241,8,0.25,20,False,400,256,0.250628,0.063454,0.096365,0.064917,3.861,0.977,26,0.063454,hst,2.601,3.95,0.658,3.95,1.0,1.4798782495741104e-16,cyclic,hst,1,4.816
bcsstk25,15439,252241,8,0.25,21,False,400,256,0.220509,0.068403,0.099094,0.069749,3.161,0.981,33,0.068403,hst,2.225,3.224,0.69,3.224,1.0,1.5323971434071406e-16,cyclic,hst,1,5.031
msc10848,10848,1229776,8,0.0,17,False,400,256,0.048346,0.094797,0.049978,0.046186,1.047,1.047,0,0.048346,delta_baseline,0.967,1.0,0.967,1.0,1.961,3.632031213502581e-16,cyclic,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.0,18,False,400,256,0.052988,0.085638,0.054478,0.05027,1.054,1.054,0,0.052988,delta_baseline,0.973,1.0,0.973,1.0,1.616,6.160502327889403e-16,cyclic,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.0,19,False,400,256,0.051774,0.085385,0.053136,0.049098,1.055,1.055,0,0.051774,delta_baseline,0.974,1.0,0.974,1.0,1.649,4.460432847857754e-16,cyclic,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.0,20,False,400,256,0.051997,0.08701,0.053573,0.049505,1.05,1.05,0,0.051997,delta_baseline,0.971,1.0,0.971,1.0,1.673,3.2856469467467963e-16,cyclic,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.0,21,False,400,256,0.048759,0.089678,0.049364,0.045538,1.071,1.071,0,0.048759,delta_baseline,0.988,1.0,0.988,1.0,1.839,5.305500907434564e-16,cyclic,delta_baseline,0,0.0
msc10848,10848,1229776,8,0.002,17,False,400,256,1.500823,0.091367,0.122566,0.093417,16.066,0.978,1,0.091367,hst,12.245,16.426,0.745,16.426,1.0,3.632031213502581e-16,cyclic,hst,1,1.44
msc10848,10848,1229776,8,0.002,18,False,400,256,1.658128,0.081046,0.114433,0.08235,20.135,0.984,1,0.081046,hst,14.49,20.459,0.708,20.459,1.0,6.160502327889403e-16,cyclic,hst,1,1.317
msc10848,10848,1229776,8,0.002,19,False,400,256,1.594407,0.089472,0.120726,0.089924,17.731,0.995,1,0.089472,hst,13.207,17.82,0.741,17.82,1.0,4.460432847857754e-16,cyclic,hst,1,1.366
msc10848,10848,1229776,8,0.002,20,False,400,256,1.613411,0.091851,0.124014,0.09274,17.397,0.99,1,0.091851,hst,13.01,17.566,0.741,17.566,1.0,3.2856469467467963e-16,cyclic,hst,1,1.423
msc10848,10848,1229776,8,0.002,21,False,400,256,1.514158,0.095187,0.12472,0.095241,15.898,0.999,1,0.095187,hst,12.14,15.907,0.763,15.907,1.0,5.305500907434564e-16,cyclic,hst,1,1.471
msc10848,10848,1229776,8,0.01,17,False,400,256,1.490995,0.096008,0.125843,0.096611,15.433,0.994,1,0.096008,hst,11.848,15.53,0.763,15.53,1.0,3.632031213502581e-16,cyclic,hst,1,1.477
msc10848,10848,1229776,8,0.01,18,False,400,256,1.647484,0.084981,0.119245,0.084992,19.384,1.0,1,0.084981,hst,13.816,19.386,0.713,19.386,1.0,6.160502327889403e-16,cyclic,hst,1,1.493
msc10848,10848,1229776,8,0.01,19,False,400,256,1.612381,0.092812,0.125968,0.094896,16.991,0.978,1,0.092812,hst,12.8,17.373,0.737,17.373,1.0,4.460432847857754e-16,cyclic,hst,1,1.39
msc10848,10848,1229776,8,0.01,20,False,400,256,1.619725,0.095464,0.126597,0.095298,16.996,1.002,1,0.095464,hst,12.794,16.967,0.754,16.967,1.0,3.2856469467467963e-16,cyclic,hst,1,1.41
msc10848,10848,1229776,8,0.01,21,False,400,256,1.511967,0.097687,0.128375,0.098865,15.293,0.988,1,0.097687,hst,11.778,15.478,0.761,15.478,1.0,5.305500907434564e-16,cyclic,hst,1,1.485
msc10848,10848,1229776,8,0.05,17,False,400,256,1.51345,0.112071,0.141543,0.111997,13.513,1.001,1,0.112071,hst,10.692,13.504,0.792,13.504,1.0,3.632031213502581e-16,cyclic,hst,1,1.543
msc10848,10848,1229776,8,0.05,18,False,400,256,1.656746,0.101203,0.132793,0.100845,16.429,1.004,1,0.101203,hst,12.476,16.371,0.762,16.371,1.0,6.160502327889403e-16,cyclic,hst,1,1.48
msc10848,10848,1229776,8,0.05,19,False,400,256,1.595941,0.109696,0.139309,0.108242,14.744,1.013,1,0.109696,hst,11.456,14.549,0.787,14.549,1.0,4.460432847857754e-16,cyclic,hst,1,1.513
msc10848,10848,1229776,8,0.05,20,False,400,256,1.633901,0.111051,0.141303,0.109479,14.924,1.014,1,0.111051,hst,11.563,14.713,0.786,14.713,1.0,3.2856469467467963e-16,cyclic,hst,1,1.604
msc10848,10848,1229776,8,0.05,21,False,400,256,1.517205,0.112823,0.143444,0.113693,13.345,0.992,1,0.112823,hst,10.577,13.448,0.787,13.448,1.0,5.305500907434564e-16,cyclic,hst,1,1.559
msc10848,10848,1229776,8,0.25,17,False,400,256,1.528499,0.182186,0.211732,0.18209,8.394,1.001,1,0.182186,hst,7.219,8.39,0.86,8.39,1.0,3.632031213502581e-16,cyclic,hst,1,2.014
msc10848,10848,1229776,8,0.25,18,False,400,256,1.659619,0.172521,0.206803,0.17429,9.522,0.99,1,0.172521,hst,8.025,9.62,0.834,9.62,1.0,6.160502327889403e-16,cyclic,hst,1,2.077
msc10848,10848,1229776,8,0.25,19,False,400,256,1.621815,0.185583,0.211686,0.180147,9.003,1.03,1,0.185583,hst,7.661,8.739,0.877,8.739,1.0,4.460432847857754e-16,cyclic,hst,1,2.087
msc10848,10848,1229776,8,0.25,20,False,400,256,1.644708,0.180017,0.214462,0.182128,9.031,0.988,1,0.180017,hst,7.669,9.136,0.839,9.136,1.0,3.2856469467467963e-16,cyclic,hst,1,2.085
msc10848,10848,1229776,8,0.25,21,False,400,256,1.580621,0.183697,0.219594,0.188693,8.377,0.974,2,0.183697,hst,7.198,8.605,0.837,8.605,1.0,5.305500907434564e-16,cyclic,hst,1,2.122
nasa2910,2910,174296,8,0.0,17,False,400,256,0.027981,0.04239,0.028734,0.026583,1.053,1.053,0,0.027981,delta_baseline,0.974,1.0,0.974,1.0,1.515,2.8038709295888876e-16,cyclic,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.0,18,False,400,256,0.025863,0.035317,0.026968,0.024939,1.037,1.037,0,0.025863,delta_baseline,0.959,1.0,0.959,1.0,1.366,3.799423773445064e-16,cyclic,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.0,19,False,400,256,0.028523,0.039644,0.0297,0.027457,1.039,1.039,0,0.028523,delta_baseline,0.96,1.0,0.96,1.0,1.39,3.9854920332226225e-16,cyclic,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.0,20,False,400,256,0.026148,0.035352,0.02694,0.024999,1.046,1.046,0,0.026148,delta_baseline,0.971,1.0,0.971,1.0,1.352,3.799423773445064e-16,cyclic,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.0,21,False,400,256,0.02515,0.037666,0.026561,0.024568,1.024,1.024,0,0.02515,delta_baseline,0.947,1.0,0.947,1.0,1.498,3.170894107257953e-16,cyclic,delta_baseline,0,0.0
nasa2910,2910,174296,8,0.002,17,False,400,256,0.842038,0.046251,0.064047,0.04691,17.95,0.986,1,0.046251,hst,13.147,18.206,0.722,18.206,1.0,2.8038709295888876e-16,cyclic,hst,1,0.859
nasa2910,2910,174296,8,0.002,18,False,400,256,0.761671,0.038647,0.055001,0.039234,19.414,0.985,1,0.038647,hst,13.848,19.709,0.703,19.709,1.0,3.799423773445064e-16,cyclic,hst,1,0.796
nasa2910,2910,174296,8,0.002,19,False,400,256,0.8634,0.043074,0.061254,0.04394,19.65,0.98,1,0.043074,hst,14.095,20.045,0.703,20.045,1.0,3.9854920332226225e-16,cyclic,hst,1,0.829
nasa2910,2910,174296,8,0.002,20,False,400,256,0.769396,0.038628,0.054912,0.039276,19.59,0.984,1,0.038628,hst,14.011,19.918,0.703,19.918,1.0,3.799423773445064e-16,cyclic,hst,1,0.783
nasa2910,2910,174296,8,0.002,21,False,400,256,0.758488,0.040823,0.057208,0.041809,18.142,0.976,1,0.040823,hst,13.259,18.58,0.714,18.58,1.0,3.170894107257953e-16,cyclic,hst,1,0.732
nasa2910,2910,174296,8,0.01,17,False,400,256,0.838516,0.048083,0.065889,0.048985,17.118,0.982,1,0.048083,hst,12.726,17.439,0.73,17.439,1.0,2.8038709295888876e-16,cyclic,hst,1,0.879
nasa2910,2910,174296,8,0.01,18,False,400,256,0.769772,0.04002,0.056567,0.040858,18.84,0.979,1,0.04002,hst,13.608,19.235,0.707,19.235,1.0,3.799423773445064e-16,cyclic,hst,1,0.763
nasa2910,2910,174296,8,0.01,19,False,400,256,0.866581,0.044479,0.063119,0.04569,18.966,0.973,1,0.044479,hst,13.729,19.483,0.705,19.483,1.0,3.9854920332226225e-16,cyclic,hst,1,0.853
nasa2910,2910,174296,8,0.01,20,False,400,256,0.766215,0.03965,0.055758,0.040362,18.983,0.982,1,0.03965,hst,13.742,19.325,0.711,19.325,1.0,3.799423773445064e-16,cyclic,hst,1,0.76
nasa2910,2910,174296,8,0.01,21,False,400,256,0.763375,0.042589,0.059574,0.04382,17.421,0.972,1,0.042589,hst,12.814,17.924,0.715,17.924,1.0,3.170894107257953e-16,cyclic,hst,1,0.788
nasa2910,2910,174296,8,0.05,17,False,400,256,0.842751,0.056178,0.073866,0.056613,14.886,0.992,1,0.056178,hst,11.409,15.001,0.761,15.001,1.0,2.8038709295888876e-16,cyclic,hst,1,0.946
nasa2910,2910,174296,8,0.05,18,False,400,256,0.758347,0.0477,0.06357,0.048144,15.752,0.991,1,0.0477,hst,11.929,15.898,0.75,15.898,1.0,3.799423773445064e-16,cyclic,hst,1,0.814
nasa2910,2910,174296,8,0.05,19,False,400,256,0.860154,0.051861,0.070118,0.052574,16.361,0.986,1,0.051861,hst,12.267,16.586,0.74,16.586,1.0,3.9854920332226225e-16,cyclic,hst,1,0.939
nasa2910,2910,174296,8,0.05,20,False,400,256,0.760672,0.048733,0.062699,0.047016,16.179,1.037,1,0.048733,hst,12.132,15.609,0.777,15.609,1.0,3.799423773445064e-16,cyclic,hst,1,0.842
nasa2910,2910,174296,8,0.05,21,False,400,256,0.768076,0.049626,0.064927,0.049331,15.57,1.006,1,0.049626,hst,11.83,15.477,0.764,15.477,1.0,3.170894107257953e-16,cyclic,hst,1,0.824
nasa2910,2910,174296,8,0.25,17,False,400,256,0.836138,0.094711,0.111491,0.094509,8.847,1.002,2,0.094711,hst,7.5,8.828,0.849,8.828,1.0,2.8038709295888876e-16,cyclic,hst,1,1.134
nasa2910,2910,174296,8,0.25,18,False,400,256,0.755007,0.085384,0.103156,0.087497,8.629,0.976,2,0.085384,hst,7.319,8.842,0.828,8.842,1.0,3.799423773445064e-16,cyclic,hst,1,1.086
nasa2910,2910,174296,8,0.25,19,False,400,256,0.856607,0.087646,0.109284,0.091744,9.337,0.955,2,0.087646,hst,7.838,9.774,0.802,9.774,1.0,3.9854920332226225e-16,cyclic,hst,1,1.156
